,load,ohms
1617,"[' 2024-04-29 14:52:15.985226', ' 8.751']","[' 2024-04-29 14:52:15.985226', ' 1846.94012']"
1618,"[' 2024-04-29 14:52:16.179924', ' 8.759']","[' 2024-04-29 14:52:16.179924', ' 1882.50789']"
1619,"[' 2024-04-29 14:52:16.381667', ' 8.764']","[' 2024-04-29 14:52:16.381667', ' 1830.91521']"
1620,"[' 2024-04-29 14:52:16.583718', ' 8.768']","[' 2024-04-29 14:52:16.583718', ' 1858.79886']"
1621,"[' 2024-04-29 14:52:16.771324', ' 8.777']","[' 2024-04-29 14:52:16.771324', ' 1802.89554']"
1622,"[' 2024-04-29 14:52:16.972332', ' 8.78']","[' 2024-04-29 14:52:16.972332', ' 1916.02562']"
1623,"[' 2024-04-29 14:52:17.172585', ' 8.783']","[' 2024-04-29 14:52:17.172585', ' 1931.63184']"
1624,"[' 2024-04-29 14:52:17.374732', ' 8.788']","[' 2024-04-29 14:52:17.374732', ' 1765.22959']"
1625,"[' 2024-04-29 14:52:17.575707', ' 8.793']","[' 2024-04-29 14:52:17.575707', ' 1806.86608']"
1626,"[' 2024-04-29 14:52:17.776238', ' 8.797']","[' 2024-04-29 14:52:17.776238', ' 1916.65766']"
1627,"[' 2024-04-29 14:52:17.984001', ' 8.804']","[' 2024-04-29 14:52:17.984001', ' 1697.53498']"
1628,"[' 2024-04-29 14:52:18.184200', ' 8.812']","[' 2024-04-29 14:52:18.184200', ' 1757.94999']"
1629,"[' 2024-04-29 14:52:18.374197', ' 8.816']","[' 2024-04-29 14:52:18.374197', ' 1775.79233']"
1630,"[' 2024-04-29 14:52:18.585675', ' 8.824']","[' 2024-04-29 14:52:18.585675', ' 1803.00767']"
1631,"[' 2024-04-29 14:52:18.784148', ' 8.829']","[' 2024-04-29 14:52:18.784148', ' 1818.7159']"
1632,"[' 2024-04-29 14:52:18.984949', ' 8.833']","[' 2024-04-29 14:52:18.984949', ' 1840.6875']"
1633,"[' 2024-04-29 14:52:19.183966', ' 8.84']","[' 2024-04-29 14:52:19.183966', ' 1855.91511']"
1634,"[' 2024-04-29 14:52:19.383743', ' 8.843']","[' 2024-04-29 14:52:19.383743', ' 1854.70638']"
1635,"[' 2024-04-29 14:52:19.580798', ' 8.845']","[' 2024-04-29 14:52:19.580798', ' 1775.94741']"
1636,"[' 2024-04-29 14:52:19.782931', ' 8.848']","[' 2024-04-29 14:52:19.782931', ' 1835.13916']"
1637,"[' 2024-04-29 14:52:19.984230', ' 8.854']","[' 2024-04-29 14:52:19.984230', ' 1862.11085']"
1638,"[' 2024-04-29 14:52:20.182482', ' 8.859']","[' 2024-04-29 14:52:20.182482', ' 1927.25868']"
1639,"[' 2024-04-29 14:52:20.383726', ' 8.866']","[' 2024-04-29 14:52:20.383726', ' 1763.34574']"
1640,"[' 2024-04-29 14:52:20.570001', ' 8.874']","[' 2024-04-29 14:52:20.570001', ' 1885.35469']"
1641,"[' 2024-04-29 14:52:20.782122', ' 8.879']","[' 2024-04-29 14:52:20.782122', ' 1974.84072']"
1642,"[' 2024-04-29 14:52:20.983879', ' 8.884']","[' 2024-04-29 14:52:20.983879', ' 1719.55297']"
1643,"[' 2024-04-29 14:52:21.183382', ' 8.891']","[' 2024-04-29 14:52:21.183382', ' 1829.28318']"
1644,"[' 2024-04-29 14:52:21.377276', ' 8.896']","[' 2024-04-29 14:52:21.377276', ' 1722.6627']"
1645,"[' 2024-04-29 14:52:21.578441', ' 8.902']","[' 2024-04-29 14:52:21.578441', ' 1752.23541']"
1646,"[' 2024-04-29 14:52:21.782624', ' 8.909']","[' 2024-04-29 14:52:21.782624', ' 1838.90693']"
1647,"[' 2024-04-29 14:52:21.982156', ' 8.913']","[' 2024-04-29 14:52:21.982156', ' 1708.82347']"
1648,"[' 2024-04-29 14:52:22.183768', ' 8.918']","[' 2024-04-29 14:52:22.183768', ' 1839.08771']"
1649,"[' 2024-04-29 14:52:22.384975', ' 8.924']","[' 2024-04-29 14:52:22.384975', ' 1825.63771']"
1650,"[' 2024-04-29 14:52:22.580306', ' 8.927']","[' 2024-04-29 14:52:22.580306', ' 1867.76556']"
1651,"[' 2024-04-29 14:52:22.783402', ' 8.934']","[' 2024-04-29 14:52:22.783402', ' 1796.86623']"
1652,"[' 2024-04-29 14:52:22.978416', ' 8.943']","[' 2024-04-29 14:52:22.978416', ' 1897.25965']"
1653,"[' 2024-04-29 14:52:23.183015', ' 8.95']","[' 2024-04-29 14:52:23.183015', ' 1756.426']"
1654,"[' 2024-04-29 14:52:23.377875', ' 8.958']","[' 2024-04-29 14:52:23.377875', ' 1783.71218']"
1655,"[' 2024-04-29 14:52:23.584066', ' 8.961']","[' 2024-04-29 14:52:23.584066', ' 1795.55543']"
1656,"[' 2024-04-29 14:52:23.780271', ' 8.965']","[' 2024-04-29 14:52:23.780271', ' 1592.05372']"
1657,"[' 2024-04-29 14:52:23.975465', ' 8.973']","[' 2024-04-29 14:52:23.975465', ' 1948.77552']"
1658,"[' 2024-04-29 14:52:24.180577', ' 8.979']","[' 2024-04-29 14:52:24.180577', ' 1802.47856']"
1659,"[' 2024-04-29 14:52:24.384858', ' 8.986']","[' 2024-04-29 14:52:24.384858', ' 1774.95467']"
1660,"[' 2024-04-29 14:52:24.580730', ' 8.995']","[' 2024-04-29 14:52:24.580730', ' 1844.55246']"
1661,"[' 2024-04-29 14:52:24.769189', ' 8.998']","[' 2024-04-29 14:52:24.769189', ' 1820.3043']"
1662,"[' 2024-04-29 14:52:24.975579', ' 9.005']","[' 2024-04-29 14:52:24.975579', ' 1787.74755']"
1663,"[' 2024-04-29 14:52:25.175679', ' 9.012']","[' 2024-04-29 14:52:25.175679', ' 1738.09723']"
1664,"[' 2024-04-29 14:52:25.378589', ' 9.016']","[' 2024-04-29 14:52:25.378589', ' 1820.08263']"
1665,"[' 2024-04-29 14:52:25.580487', ' 9.022']","[' 2024-04-29 14:52:25.580487', ' 1806.60846']"
1666,"[' 2024-04-29 14:52:25.783793', ' 9.029']","[' 2024-04-29 14:52:25.783793', ' 1837.77233']"
1667,"[' 2024-04-29 14:52:25.983241', ' 9.033']","[' 2024-04-29 14:52:25.983241', ' 1804.12702']"
1668,"[' 2024-04-29 14:52:26.183729', ' 9.039']","[' 2024-04-29 14:52:26.183729', ' 1785.79678']"
1669,"[' 2024-04-29 14:52:26.383735', ' 9.044']","[' 2024-04-29 14:52:26.383735', ' 1749.17655']"
1670,"[' 2024-04-29 14:52:26.580721', ' 9.047']","[' 2024-04-29 14:52:26.580721', ' 1931.90126']"
1671,"[' 2024-04-29 14:52:26.774643', ' 9.054']","[' 2024-04-29 14:52:26.774643', ' 1844.9124']"
1672,"[' 2024-04-29 14:52:26.978472', ' 9.061']","[' 2024-04-29 14:52:26.978472', ' 1765.68451']"
1673,"[' 2024-04-29 14:52:27.183275', ' 9.063']","[' 2024-04-29 14:52:27.183275', ' 1903.22915']"
1674,"[' 2024-04-29 14:52:27.383931', ' 9.068']","[' 2024-04-29 14:52:27.383931', ' 1883.35373']"
1675,"[' 2024-04-29 14:52:27.584348', ' 9.075']","[' 2024-04-29 14:52:27.584348', ' 1802.97359']"
1676,"[' 2024-04-29 14:52:27.778869', ' 9.08']","[' 2024-04-29 14:52:27.778869', ' 1851.58886']"
1677,"[' 2024-04-29 14:52:27.983986', ' 9.085']","[' 2024-04-29 14:52:27.983986', ' 1889.13705']"
1678,"[' 2024-04-29 14:52:28.184555', ' 9.093']","[' 2024-04-29 14:52:28.184555', ' 1862.50669']"
1679,"[' 2024-04-29 14:52:28.384135', ' 9.096']","[' 2024-04-29 14:52:28.384135', ' 1789.3994']"
1680,"[' 2024-04-29 14:52:28.584732', ' 9.102']","[' 2024-04-29 14:52:28.584732', ' 1800.49537']"
1681,"[' 2024-04-29 14:52:28.781153', ' 9.109']","[' 2024-04-29 14:52:28.781153', ' 1761.2989']"
1682,"[' 2024-04-29 14:52:28.982264', ' 9.111']","[' 2024-04-29 14:52:28.982264', ' 1695.08818']"
1683,"[' 2024-04-29 14:52:29.176096', ' 9.115']","[' 2024-04-29 14:52:29.176096', ' 1633.18078']"
1684,"[' 2024-04-29 14:52:29.380433', ' 9.121']","[' 2024-04-29 14:52:29.380433', ' 1782.95525']"
1685,"[' 2024-04-29 14:52:29.569162', ' 9.127']","[' 2024-04-29 14:52:29.569162', ' 1770.24422']"
1686,"[' 2024-04-29 14:52:29.774336', ' 9.133']","[' 2024-04-29 14:52:29.774336', ' 1783.08924']"
1687,"[' 2024-04-29 14:52:29.979202', ' 9.142']","[' 2024-04-29 14:52:29.979202', ' 1802.23601']"
1688,"[' 2024-04-29 14:52:30.182491', ' 9.147']","[' 2024-04-29 14:52:30.182491', ' 1859.52689']"
1689,"[' 2024-04-29 14:52:30.378973', ' 9.153']","[' 2024-04-29 14:52:30.378973', ' 1801.43391']"
1690,"[' 2024-04-29 14:52:30.584266', ' 9.159']","[' 2024-04-29 14:52:30.584266', ' 1853.97928']"
1691,"[' 2024-04-29 14:52:30.783974', ' 9.162']","[' 2024-04-29 14:52:30.783974', ' 1911.22498']"
1692,"[' 2024-04-29 14:52:30.983246', ' 9.169']","[' 2024-04-29 14:52:30.983246', ' 1721.27352']"
1693,"[' 2024-04-29 14:52:31.180016', ' 9.176']","[' 2024-04-29 14:52:31.180016', ' 1848.97676']"
1694,"[' 2024-04-29 14:52:31.384281', ' 9.183']","[' 2024-04-29 14:52:31.384281', ' 1733.62648']"
1695,"[' 2024-04-29 14:52:31.578505', ' 9.192']","[' 2024-04-29 14:52:31.578505', ' 1977.7718']"
1696,"[' 2024-04-29 14:52:31.781288', ' 9.195']","[' 2024-04-29 14:52:31.781288', ' 2006.67775']"
1697,"[' 2024-04-29 14:52:31.976858', ' 9.199']","[' 2024-04-29 14:52:31.976858', ' 1891.96161']"
1698,"[' 2024-04-29 14:52:32.183512', ' 9.205']","[' 2024-04-29 14:52:32.183512', ' 1785.53952']"
1699,"[' 2024-04-29 14:52:32.383749', ' 9.21']","[' 2024-04-29 14:52:32.383749', ' 1789.14285']"
1700,"[' 2024-04-29 14:52:32.579385', ' 9.214']","[' 2024-04-29 14:52:32.579385', ' 1871.50745']"
1701,"[' 2024-04-29 14:52:32.783119', ' 9.22']","[' 2024-04-29 14:52:32.783119', ' 1713.97716']"
1702,"[' 2024-04-29 14:52:32.983432', ' 9.226']","[' 2024-04-29 14:52:32.983432', ' 1699.59708']"
1703,"[' 2024-04-29 14:52:33.176104', ' 9.232']","[' 2024-04-29 14:52:33.176104', ' 1731.47921']"
1704,"[' 2024-04-29 14:52:33.368585', ' 9.24']","[' 2024-04-29 14:52:33.368585', ' 1796.60562']"
1705,"[' 2024-04-29 14:52:33.578154', ' 9.246']","[' 2024-04-29 14:52:33.578154', ' 1700.37445']"
1706,"[' 2024-04-29 14:52:33.774727', ' 9.25']","[' 2024-04-29 14:52:33.774727', ' 1660.40334']"
1707,"[' 2024-04-29 14:52:33.969251', ' 9.258']","[' 2024-04-29 14:52:33.969251', ' 1802.5969']"
1708,"[' 2024-04-29 14:52:34.168264', ' 9.263']","[' 2024-04-29 14:52:34.168264', ' 1830.9782']"
1709,"[' 2024-04-29 14:52:34.368649', ' 9.27']","[' 2024-04-29 14:52:34.368649', ' 1645.61267']"
1710,"[' 2024-04-29 14:52:34.583503', ' 9.275']","[' 2024-04-29 14:52:34.583503', ' 1791.18379']"
1711,"[' 2024-04-29 14:52:34.769090', ' 9.279']","[' 2024-04-29 14:52:34.769090', ' 1838.11158']"
1712,"[' 2024-04-29 14:52:34.969550', ' 9.284']","[' 2024-04-29 14:52:34.969550', ' 1834.85924']"
1713,"[' 2024-04-29 14:52:35.169433', ' 9.292']","[' 2024-04-29 14:52:35.169433', ' 1665.58399']"
1714,"[' 2024-04-29 14:52:35.382368', ' 9.296']","[' 2024-04-29 14:52:35.382368', ' 1800.45694']"
1715,"[' 2024-04-29 14:52:35.576437', ' 9.299']","[' 2024-04-29 14:52:35.576437', ' 1792.93475']"
1716,"[' 2024-04-29 14:52:35.780536', ' 9.307']","[' 2024-04-29 14:52:35.780536', ' 1841.36434']"
1717,"[' 2024-04-29 14:52:35.983177', ' 9.313']","[' 2024-04-29 14:52:35.983177', ' 1679.64674']"
1718,"[' 2024-04-29 14:52:36.183009', ' 9.323']","[' 2024-04-29 14:52:36.183009', ' 1869.60589']"
1719,"[' 2024-04-29 14:52:36.375508', ' 9.333']","[' 2024-04-29 14:52:36.375508', ' 1721.72126']"
1720,"[' 2024-04-29 14:52:36.580123', ' 9.341']","[' 2024-04-29 14:52:36.580123', ' 1718.27621']"
1721,"[' 2024-04-29 14:52:36.783279', ' 9.346']","[' 2024-04-29 14:52:36.783279', ' 1660.81546']"
1722,"[' 2024-04-29 14:52:36.974490', ' 9.349']","[' 2024-04-29 14:52:36.974490', ' 1757.24034']"
1723,"[' 2024-04-29 14:52:37.182127', ' 9.357']","[' 2024-04-29 14:52:37.182127', ' 1727.46374']"
1724,"[' 2024-04-29 14:52:37.381543', ' 9.363']","[' 2024-04-29 14:52:37.381543', ' 1718.46248']"
1725,"[' 2024-04-29 14:52:37.577496', ' 9.366']","[' 2024-04-29 14:52:37.577496', ' 1791.15796']"
1726,"[' 2024-04-29 14:52:37.783286', ' 9.374']","[' 2024-04-29 14:52:37.783286', ' 1797.17459']"
1727,"[' 2024-04-29 14:52:37.982486', ' 9.381']","[' 2024-04-29 14:52:37.982486', ' 1695.14913']"
1728,"[' 2024-04-29 14:52:38.176135', ' 9.386']","[' 2024-04-29 14:52:38.176135', ' 1855.0614']"
1729,"[' 2024-04-29 14:52:38.382098', ' 9.392']","[' 2024-04-29 14:52:38.382098', ' 1722.16174']"
1730,"[' 2024-04-29 14:52:38.577347', ' 9.396']","[' 2024-04-29 14:52:38.577347', ' 1756.83265']"
1731,"[' 2024-04-29 14:52:38.782292', ' 9.401']","[' 2024-04-29 14:52:38.782292', ' 1781.96858']"
1732,"[' 2024-04-29 14:52:38.980703', ' 9.406']","[' 2024-04-29 14:52:38.980703', ' 1811.32423']"
1733,"[' 2024-04-29 14:52:39.180239', ' 9.409']","[' 2024-04-29 14:52:39.180239', ' 1757.23804']"
1734,"[' 2024-04-29 14:52:39.376568', ' 9.41']","[' 2024-04-29 14:52:39.376568', ' 1728.26796']"
1735,"[' 2024-04-29 14:52:39.582471', ' 9.413']","[' 2024-04-29 14:52:39.582471', ' 1786.75737']"
1736,"[' 2024-04-29 14:52:39.782150', ' 9.418']","[' 2024-04-29 14:52:39.782150', ' 1815.77734']"
1737,"[' 2024-04-29 14:52:39.977182', ' 9.423']","[' 2024-04-29 14:52:39.977182', ' 1578.35302']"
1738,"[' 2024-04-29 14:52:40.182948', ' 9.424']","[' 2024-04-29 14:52:40.182948', ' 1696.23334']"
1739,"[' 2024-04-29 14:52:40.383034', ' 9.428']","[' 2024-04-29 14:52:40.383034', ' 1771.27341']"
1740,"[' 2024-04-29 14:52:40.573148', ' 9.433']","[' 2024-04-29 14:52:40.573148', ' 1674.05236']"
1741,"[' 2024-04-29 14:52:40.783110', ' 9.439']","[' 2024-04-29 14:52:40.783110', ' 1799.41837']"
1742,"[' 2024-04-29 14:52:40.973433', ' 9.442']","[' 2024-04-29 14:52:40.973433', ' 1664.93696']"
1743,"[' 2024-04-29 14:52:41.183197', ' 9.449']","[' 2024-04-29 14:52:41.183197', ' 1684.23318']"
1744,"[' 2024-04-29 14:52:41.378797', ' 9.458']","[' 2024-04-29 14:52:41.378797', ' 1701.18925']"
1745,"[' 2024-04-29 14:52:41.575349', ' 9.468']","[' 2024-04-29 14:52:41.575349', ' 1645.43477']"
1746,"[' 2024-04-29 14:52:41.780408', ' 9.478']","[' 2024-04-29 14:52:41.780408', ' 1666.72237']"
1747,"[' 2024-04-29 14:52:41.982826', ' 9.482']","[' 2024-04-29 14:52:41.982826', ' 1710.10495']"
1748,"[' 2024-04-29 14:52:42.179645', ' 9.487']","[' 2024-04-29 14:52:42.179645', ' 1654.94755']"
1749,"[' 2024-04-29 14:52:42.382872', ' 9.492']","[' 2024-04-29 14:52:42.382872', ' 1746.8987']"
1750,"[' 2024-04-29 14:52:42.578997', ' 9.496']","[' 2024-04-29 14:52:42.578997', ' 1635.93691']"
1751,"[' 2024-04-29 14:52:42.776683', ' 9.506']","[' 2024-04-29 14:52:42.776683', ' 1734.06647']"
1752,"[' 2024-04-29 14:52:42.983042', ' 9.514']","[' 2024-04-29 14:52:42.983042', ' 1702.08935']"
1753,"[' 2024-04-29 14:52:43.172217', ' 9.524']","[' 2024-04-29 14:52:43.172217', ' 1555.56895']"
1754,"[' 2024-04-29 14:52:43.376751', ' 9.53']","[' 2024-04-29 14:52:43.376751', ' 1815.64778']"
1755,"[' 2024-04-29 14:52:43.576699', ' 9.538']","[' 2024-04-29 14:52:43.576699', ' 1720.31033']"
1756,"[' 2024-04-29 14:52:43.775065', ' 9.547']","[' 2024-04-29 14:52:43.775065', ' 1672.05362']"
1757,"[' 2024-04-29 14:52:43.969945', ' 9.553']","[' 2024-04-29 14:52:43.969945', ' 1757.79344']"
1758,"[' 2024-04-29 14:52:44.173759', ' 9.559']","[' 2024-04-29 14:52:44.173759', ' 1717.82809']"
1759,"[' 2024-04-29 14:52:44.375415', ' 9.562']","[' 2024-04-29 14:52:44.375415', ' 1686.94301']"
1760,"[' 2024-04-29 14:52:44.579877', ' 9.564']","[' 2024-04-29 14:52:44.579877', ' 1680.74483']"
1761,"[' 2024-04-29 14:52:44.782008', ' 9.566']","[' 2024-04-29 14:52:44.782008', ' 1655.02929']"
1762,"[' 2024-04-29 14:52:44.966890', ' 9.569']","[' 2024-04-29 14:52:44.966890', ' 1693.02696']"
1763,"[' 2024-04-29 14:52:45.183730', ' 9.574']","[' 2024-04-29 14:52:45.183730', ' 1684.06835']"
1764,"[' 2024-04-29 14:52:45.378882', ' 9.578']","[' 2024-04-29 14:52:45.378882', ' 1604.32741']"
1765,"[' 2024-04-29 14:52:45.579648', ' 9.585']","[' 2024-04-29 14:52:45.579648', ' 1730.36874']"
1766,"[' 2024-04-29 14:52:45.782606', ' 9.59']","[' 2024-04-29 14:52:45.782606', ' 1709.67724']"
1767,"[' 2024-04-29 14:52:45.974480', ' 9.593']","[' 2024-04-29 14:52:45.974480', ' 1663.98614']"
1768,"[' 2024-04-29 14:52:46.180232', ' 9.598']","[' 2024-04-29 14:52:46.180232', ' 1691.97383']"
1769,"[' 2024-04-29 14:52:46.381405', ' 9.605']","[' 2024-04-29 14:52:46.381405', ' 1650.58979']"
1770,"[' 2024-04-29 14:52:46.569179', ' 9.61']","[' 2024-04-29 14:52:46.569179', ' 1808.84866']"
1771,"[' 2024-04-29 14:52:46.800132', ' 9.617']","[' 2024-04-29 14:52:46.800132', ' 1775.52976']"
1772,"[' 2024-04-29 14:52:47.001421', ' 9.623']","[' 2024-04-29 14:52:47.001421', ' 1603.80954']"
1773,"[' 2024-04-29 14:52:47.178961', ' 9.627']","[' 2024-04-29 14:52:47.178961', ' 1567.434']"
1774,"[' 2024-04-29 14:52:47.381759', ' 9.632']","[' 2024-04-29 14:52:47.381759', ' 1759.72616']"
1775,"[' 2024-04-29 14:52:47.581686', ' 9.64']","[' 2024-04-29 14:52:47.581686', ' 1682.24656']"
1776,"[' 2024-04-29 14:52:47.798302', ' 9.646']","[' 2024-04-29 14:52:47.798302', ' 1614.81472']"
1777,"[' 2024-04-29 14:52:47.967622', ' 9.654']","[' 2024-04-29 14:52:47.967622', ' 1676.15474']"
1778,"[' 2024-04-29 14:52:48.167043', ' 9.66']","[' 2024-04-29 14:52:48.167043', ' 1746.04916']"
1779,"[' 2024-04-29 14:52:48.377571', ' 9.666']","[' 2024-04-29 14:52:48.377571', ' 1713.32804']"
1780,"[' 2024-04-29 14:52:48.576137', ' 9.674']","[' 2024-04-29 14:52:48.576137', ' 1699.96774']"
1781,"[' 2024-04-29 14:52:48.773503', ' 9.679']","[' 2024-04-29 14:52:48.773503', ' 1779.20587']"
1782,"[' 2024-04-29 14:52:48.968876', ' 9.685']","[' 2024-04-29 14:52:48.968876', ' 1622.81145']"
1783,"[' 2024-04-29 14:52:49.166992', ' 9.692']","[' 2024-04-29 14:52:49.166992', ' 1749.18794']"
1784,"[' 2024-04-29 14:52:49.367899', ' 9.7']","[' 2024-04-29 14:52:49.367899', ' 1653.39281']"
1785,"[' 2024-04-29 14:52:49.580267', ' 9.706']","[' 2024-04-29 14:52:49.580267', ' 1589.0725']"
1786,"[' 2024-04-29 14:52:49.775585', ' 9.708']","[' 2024-04-29 14:52:49.775585', ' 1704.49993']"
1787,"[' 2024-04-29 14:52:49.975485', ' 9.711']","[' 2024-04-29 14:52:49.975485', ' 1682.13471']"
1788,"[' 2024-04-29 14:52:50.179516', ' 9.716']","[' 2024-04-29 14:52:50.179516', ' 1683.1013']"
1789,"[' 2024-04-29 14:52:50.368815', ' 9.722']","[' 2024-04-29 14:52:50.368815', ' 1547.89479']"
1790,"[' 2024-04-29 14:52:50.569120', ' 9.726']","[' 2024-04-29 14:52:50.569120', ' 1652.06842']"
1791,"[' 2024-04-29 14:52:50.782296', ' 9.733']","[' 2024-04-29 14:52:50.782296', ' 1657.78414']"
1792,"[' 2024-04-29 14:52:50.975311', ' 9.739']","[' 2024-04-29 14:52:50.975311', ' 1683.03887']"
1793,"[' 2024-04-29 14:52:51.173013', ' 9.742']","[' 2024-04-29 14:52:51.173013', ' 1715.09828']"
1794,"[' 2024-04-29 14:52:51.368684', ' 9.747']","[' 2024-04-29 14:52:51.368684', ' 1605.97205']"
1795,"[' 2024-04-29 14:52:51.576295', ' 9.754']","[' 2024-04-29 14:52:51.576295', ' 1648.99005']"
1796,"[' 2024-04-29 14:52:51.774681', ' 9.76']","[' 2024-04-29 14:52:51.774681', ' 1727.27783']"
1797,"[' 2024-04-29 14:52:51.973619', ' 9.768']","[' 2024-04-29 14:52:51.973619', ' 1709.81433']"
1798,"[' 2024-04-29 14:52:52.175629', ' 9.775']","[' 2024-04-29 14:52:52.175629', ' 1550.3726']"
1799,"[' 2024-04-29 14:52:52.375486', ' 9.78']","[' 2024-04-29 14:52:52.375486', ' 1490.22478']"
1800,"[' 2024-04-29 14:52:52.566518', ' 9.786']","[' 2024-04-29 14:52:52.566518', ' 1584.95863']"
1801,"[' 2024-04-29 14:52:52.781614', ' 9.793']","[' 2024-04-29 14:52:52.781614', ' 1632.86302']"
1802,"[' 2024-04-29 14:52:52.974012', ' 9.799']","[' 2024-04-29 14:52:52.974012', ' 1651.70506']"
1803,"[' 2024-04-29 14:52:53.168504', ' 9.808']","[' 2024-04-29 14:52:53.168504', ' 1669.09251']"
1804,"[' 2024-04-29 14:52:53.375865', ' 9.812']","[' 2024-04-29 14:52:53.375865', ' 1539.96895']"
1805,"[' 2024-04-29 14:52:53.582007', ' 9.816']","[' 2024-04-29 14:52:53.582007', ' 1607.97165']"
1806,"[' 2024-04-29 14:52:53.773128', ' 9.823']","[' 2024-04-29 14:52:53.773128', ' 1582.10823']"
1807,"[' 2024-04-29 14:52:53.973344', ' 9.828']","[' 2024-04-29 14:52:53.973344', ' 1652.59657']"
1808,"[' 2024-04-29 14:52:54.182084', ' 9.836']","[' 2024-04-29 14:52:54.182084', ' 1637.02849']"
1809,"[' 2024-04-29 14:52:54.394249', ' 9.841']","[' 2024-04-29 14:52:54.394249', ' 1622.1127']"
1810,"[' 2024-04-29 14:52:54.582519', ' 9.845']","[' 2024-04-29 14:52:54.582519', ' 1710.85861']"
1811,"[' 2024-04-29 14:52:54.776620', ' 9.849']","[' 2024-04-29 14:52:54.776620', ' 1576.71348']"
1812,"[' 2024-04-29 14:52:54.973924', ' 9.854']","[' 2024-04-29 14:52:54.973924', ' 1598.14397']"
1813,"[' 2024-04-29 14:52:55.175638', ' 9.857']","[' 2024-04-29 14:52:55.175638', ' 1616.46796']"
1814,"[' 2024-04-29 14:52:55.382478', ' 9.862']","[' 2024-04-29 14:52:55.382478', ' 1678.72432']"
1815,"[' 2024-04-29 14:52:55.573901', ' 9.866']","[' 2024-04-29 14:52:55.573901', ' 1688.60563']"
1816,"[' 2024-04-29 14:52:55.773789', ' 9.873']","[' 2024-04-29 14:52:55.773789', ' 1731.6732']"
1817,"[' 2024-04-29 14:52:55.975119', ' 9.878']","[' 2024-04-29 14:52:55.975119', ' 1554.10391']"
1818,"[' 2024-04-29 14:52:56.173650', ' 9.883']","[' 2024-04-29 14:52:56.173650', ' 1687.39131']"
1819,"[' 2024-04-29 14:52:56.375988', ' 9.889']","[' 2024-04-29 14:52:56.375988', ' 1610.80624']"
1820,"[' 2024-04-29 14:52:56.580723', ' 9.893']","[' 2024-04-29 14:52:56.580723', ' 1497.96697']"
1821,"[' 2024-04-29 14:52:56.777182', ' 9.898']","[' 2024-04-29 14:52:56.777182', ' 1753.929']"
1822,"[' 2024-04-29 14:52:56.968203', ' 9.904']","[' 2024-04-29 14:52:56.968203', ' 1557.49139']"
1823,"[' 2024-04-29 14:52:57.203185', ' 9.908']","[' 2024-04-29 14:52:57.203185', ' 1610.86138']"
1824,"[' 2024-04-29 14:52:57.394986', ' 9.916']","[' 2024-04-29 14:52:57.394986', ' 1632.4409']"
1825,"[' 2024-04-29 14:52:57.589357', ' 9.923']","[' 2024-04-29 14:52:57.589357', ' 1667.69321']"
1826,"[' 2024-04-29 14:52:57.779505', ' 9.936']","[' 2024-04-29 14:52:57.779505', ' 1663.09142']"
1827,"[' 2024-04-29 14:52:57.990947', ' 9.94']","[' 2024-04-29 14:52:57.990947', ' 1694.30246']"
1828,"[' 2024-04-29 14:52:58.200458', ' 9.944']","[' 2024-04-29 14:52:58.200458', ' 1686.16643']"
1829,"[' 2024-04-29 14:52:58.397797', ' 9.951']","[' 2024-04-29 14:52:58.397797', ' 1710.84665']"
1830,"[' 2024-04-29 14:52:58.589453', ' 9.956']","[' 2024-04-29 14:52:58.589453', ' 1581.69916']"
1831,"[' 2024-04-29 14:52:58.790853', ' 9.958']","[' 2024-04-29 14:52:58.790853', ' 1617.54121']"
1832,"[' 2024-04-29 14:52:58.998930', ' 9.963']","[' 2024-04-29 14:52:58.998930', ' 1584.44578']"
1833,"[' 2024-04-29 14:52:59.200680', ' 9.967']","[' 2024-04-29 14:52:59.200680', ' 1650.82657']"
1834,"[' 2024-04-29 14:52:59.401275', ' 9.971']","[' 2024-04-29 14:52:59.401275', ' 1658.15799']"
1835,"[' 2024-04-29 14:52:59.597448', ' 9.977']","[' 2024-04-29 14:52:59.597448', ' 1662.38514']"
1836,"[' 2024-04-29 14:52:59.788144', ' 9.986']","[' 2024-04-29 14:52:59.788144', ' 1638.42248']"
1837,"[' 2024-04-29 14:52:59.992203', ' 9.992']","[' 2024-04-29 14:52:59.992203', ' 1630.45102']"
1838,"[' 2024-04-29 14:53:00.189199', ' 10.0']","[' 2024-04-29 14:53:00.189199', ' 1723.84898']"
1839,"[' 2024-04-29 14:53:00.400501', ' 10.0']","[' 2024-04-29 14:53:00.400501', ' 1552.50171']"
1840,"[' 2024-04-29 14:53:00.597203', ' 10.01']","[' 2024-04-29 14:53:00.597203', ' 1520.14737']"
1841,"[' 2024-04-29 14:53:00.791769', ' 10.02']","[' 2024-04-29 14:53:00.791769', ' 1716.65735']"
1842,"[' 2024-04-29 14:53:00.977985', ' 10.02']","[' 2024-04-29 14:53:00.977985', ' 1648.05393']"
1843,"[' 2024-04-29 14:53:01.178655', ' 10.03']","[' 2024-04-29 14:53:01.178655', ' 1716.04355']"
1844,"[' 2024-04-29 14:53:01.373383', ' 10.03']","[' 2024-04-29 14:53:01.373383', ' 1690.64003']"
1845,"[' 2024-04-29 14:53:01.586622', ' 10.04']","[' 2024-04-29 14:53:01.586622', ' 1643.24506']"
