Load (lbf),Resistance (Ohms)
0.00221,557314.793
0.00206,487942.81
0.002,481313.719
0.00194,531076.428
0.00187,497230.2
0.00189,521364.553
0.00191,522678.747
0.00176,564944.093
0.00175,615196.301
0.00172,585347.686
0.00171,618439.978
0.00162,596294.481
0.00169,641766.576
0.00164,627200.555
0.00158,612230.605
0.00159,573179.581
0.00152,564288.869
0.00152,586560.041
0.00156,582055.047
0.00149,566829.358
0.00152,577088.954
0.00151,591335.405
0.00163,595543.72
0.00347,610960.224
0.00584,767970.572
0.01443,26972.5385
2.17108,25571.7834
2.73204,21512.9409
2.871,19797.0396
2.91833,18848.6937
2.97378,17576.2521
3.03835,16612.0129
3.10127,15820.0725
3.16627,15181.8263
3.2238,14388.7408
3.29314,14015.6353
3.34867,13503.4753
3.41481,13111.7322
3.47991,12622.7202
3.54457,12124.4499
3.60282,11888.9174
3.66471,11278.5774
3.72294,11027.3393
3.78805,10698.2231
3.84688,10315.3575
3.91213,10161.2194
3.98037,9748.79591
4.04265,9608.03131
4.09195,9312.8777
4.1625,8885.16921
4.21991,8900.42996
4.2826,8458.9242
4.34833,8287.17135
4.40617,8173.05162
4.47196,7945.99872
4.5316,7612.23022
4.59841,7485.81381
4.65405,7376.56447
4.71838,7059.34958
4.7836,7161.73209
4.84292,6841.52697
4.89903,6616.10721
4.96278,6472.59982
5.02753,6417.80219
5.09468,6320.69743
5.1539,6098.05066
5.2228,6173.13108
5.28247,6071.94492
5.35894,5869.62969
5.39148,5836.77395
5.46402,5690.25103
5.52642,5523.19121
5.58187,5433.47425
5.64354,5479.15928
5.71277,5396.86328
5.76861,5141.63372
5.83084,5301.07212
5.90254,5118.2755
5.95782,4902.20057
6.02463,5002.54266
6.08424,4837.97611
6.14566,4644.66129
6.20846,4731.40696
6.26601,4492.12883
6.34435,4460.97658
6.41167,4471.08968
6.46269,4347.11333
6.51553,4432.79388
6.58738,4320.88113
6.64663,4272.27918
6.70299,4190.89102
6.77111,4222.93984
6.8406,4106.55329
6.89905,4136.39619
6.95504,3942.16365
7.03084,3849.32661
7.08706,3868.78164
7.14388,3760.76924
7.2199,3712.92029
7.2716,3728.87378
7.33139,3783.31055
7.39634,3752.31561
7.45936,3423.0835
7.51242,3636.52225
7.52441,3726.77435
7.52421,3688.99995
7.52184,3489.70166
7.51925,3535.68983
7.51727,3545.89339
7.51538,3703.44333
7.51372,3508.60089
7.51252,3615.91915
7.51143,3671.97101
7.51044,3683.33062
7.50938,3623.29103
7.50855,487193.162
0.00247,476214.487
0.00227,581632.665
0.00212,590119.819
0.00212,548630.149
0.002,492436.882
0.0019,479511
0.0019,520016.805
0.00182,525352.351
0.00177,544126.237
0.00172,544304.4
0.00168,580047.355
0.00164,590846.004
0.00171,567853.209
0.00154,577579
0.00158,623441.2
0.00161,664712.905
0.00156,631517.557
0.00158,613810.482
0.00149,596528.369
0.00148,579226.231
0.00154,585636.665
0.00156,569519.381
0.0015,584198.865
0.00149,572166.546
0.00151,570858.774
0.00312,600912.692
0.00527,737876.689
0.01185,22989.0766
1.29908,18216.5649
3.04736,17724.8501
3.17074,15765.0807
3.25969,15035.7769
3.32962,13950.3952
3.39313,13480.4389
3.44806,13192.9701
3.51762,12386.2662
3.58679,12063.7671
3.63416,11884.3204
3.69084,11349.6778
3.75893,10997.5058
3.81528,10434.816
3.89048,10280.2166
3.94732,9893.33884
4.0087,9541.76092
4.06753,9400.6123
4.14026,9236.42425
4.19356,8856.35119
4.25858,8790.88027
4.32583,8442.32143
4.38144,8236.49639
4.44956,8039.23733
4.50652,7644.09212
4.57516,7617.2903
4.62836,7339.60204
4.69195,7150.83265
4.7577,6964.81847
4.81813,6806.29424
4.86866,6756.0771
4.93624,6768.15637
5.00139,6376.50381
5.06743,6460.92503
5.13275,6193.68671
5.19598,6129.68668
5.26243,5980.19027
5.31284,5989.01641
5.38095,5772.43739
5.44448,5682.87164
5.50957,5467.35289
5.56314,5464.84438
5.6255,5328.46474
5.69465,5213.82219
5.75099,5341.52645
5.81427,5130.53504
5.88263,5044.65185
5.94154,5104.94376
6.00561,4921.15934
6.0669,4817.41534
6.12836,4707.75299
6.18861,4649.7306
6.25207,4602.8745
6.32075,4597.25308
6.38447,4464.7385
6.43994,4455.5512
6.48991,4481.44377
6.55797,4259.7485
6.62409,4319.48125
6.675,4172.07065
6.74542,4083.08788
6.81441,4109.32261
6.87418,4117.67417
6.92853,4014.34258
7.00367,3898.50623
7.06268,3917.89325
7.11585,3898.41651
7.19384,3685.04523
7.2469,3876.5714
7.30603,3782.24949
7.3713,3693.4047
7.43864,3703.66491
7.48936,3534.40399
7.51973,3553.94347
7.5239,3637.17316
7.52378,3552.84098
7.52173,3533.65613
7.51968,3584.73013
7.51816,3624.3404
7.5166,3560.81337
7.5152,3612.38738
7.51392,3517.02297
7.51245,3588.10582
7.51142,3462.31367
7.51029,3546.78673
7.50928,464065.1
0.00234,476534.047
0.00233,611963.386
0.00221,550482.425
0.00207,576226.212
0.00194,510582.016
0.00191,537812.334
0.00187,548220.125
0.00183,515269.35
0.0018,558154.123
0.00178,525254.155
0.00166,560144.855
0.00165,550237.799
0.00159,542627.622
0.00159,559585.699
0.00154,619277.884
0.00159,640395.299
0.00161,600731.977
0.00155,600411.577
0.0015,614572.323
0.0014,589223.513
0.00148,598544.103
0.00152,575453.643
0.00142,589691.416
0.00144,583513.364
0.00143,569783.058
0.00279,564051.037
0.00471,624519.218
0.00911,89954.3413
0.42981,24615.0449
2.86547,20518.2205
2.98418,18017.9305
3.04739,17059.248
3.11255,16244.1306
3.17923,15190.7938
3.23135,14608.4722
3.30934,13912.4496
3.35854,13360.8302
3.42647,12810.0131
3.49764,12281.3231
3.5686,12185.5532
3.61216,11681.2822
3.6713,11380.5203
3.72903,10910.4231
3.79374,10646.7227
3.85543,10309.4898
3.91964,10103.8018
3.98142,9540.01642
4.05523,9403.24401
4.10291,9178.30058
4.17197,8820.56786
4.22866,8731.77332
4.29609,8503.29864
4.35622,8203.93095
4.41673,7913.87389
4.48124,7827.73701
4.53672,7520.32256
4.60783,7504.12525
4.66343,7213.88817
4.72829,7032.45567
4.79605,7063.17961
4.84469,6814.87762
4.90605,6853.29332
4.98129,6425.15438
5.04109,6279.33627
5.11077,6246.58522
5.16906,5989.26464
5.23972,5816.17867
5.2905,5848.15521
5.34582,5856.94202
5.4203,5549.04626
5.48488,5527.12617
5.5412,5400.05712
5.59479,5242.09418
5.66628,5192.34426
5.72447,5363.4429
5.78738,5007.66683
5.85585,5098.88807
5.91516,4987.24331
5.97373,4966.17016
6.04197,4797.74376
6.0989,4795.01922
6.16682,4593.96744
6.21689,4674.52854
6.30672,4595.76024
6.36433,4469.70739
6.42111,4437.0352
6.47079,4489.27573
6.53759,4375.53483
6.60815,4169.49102
6.65699,4060.45456
6.72487,4045.38787
6.79774,4128.83554
6.8558,4062.16361
6.91065,3913.50514
6.97777,3848.15723
7.04743,3905.75665
7.0956,3717.53145
7.17104,3670.22602
7.23094,3606.86206
7.28597,3729.6603
7.35282,3616.55767
7.40818,3563.62956
7.47482,3700.79583
7.51535,3738.26098
7.52427,3639.10565
7.52319,3681.16655
7.52063,3647.58201
7.51831,3488.13489
7.51667,3547.49715
7.51515,3614.75142
7.5135,3464.91611
7.51218,3478.96943
7.51083,3454.51987
7.50949,3570.76614
7.50827,3674.83752
7.50731,3564.07117
7.50621,3596.5657
7.50454,467704.996
0.0024,476697.554
0.00228,616703.165
0.00213,578075.709
0.00205,576561.902
0.00197,513057.989
0.0019,499206.599
0.00186,522936.3
0.00189,493591.209
0.00176,533173.51
0.00176,536717.35
0.00169,556348.276
0.00166,584255.061
0.00161,546962.957
0.00161,556266.742
0.00145,586330.364
0.0015,650487.695
0.00154,627383.806
0.00161,609285.902
0.00158,573296.015
0.00154,618253.009
0.00148,572697.892
0.00154,573147.526
0.00145,562504.506
0.00151,575525.423
0.00157,582305.738
0.00321,595515.05
0.00552,707783.11
0.0126,24362.3188
1.62727,25177.4666
2.77631,20828.1066
2.91411,18572.9781
2.98621,17555.0556
3.05189,16625.1694
3.11754,15706.5033
3.1818,15071.7387
3.23566,14057.6636
3.31299,13535.8805
3.36258,13086.2134
3.43012,12496.0797
3.49925,12146.4639
3.56693,11781.5474
3.6204,11460.1311
3.67322,11026.0356
3.73207,10777.972
3.79617,10390.3904
3.85481,9928.57728
3.92328,9790.65559
3.9857,9349.47206
4.05627,9308.26399
4.10411,9054.31501
4.17578,8792.43155
4.23056,8512.42297
4.29582,8264.06471
4.3605,8193.0027
4.41794,7897.29082
4.48499,7727.9766
4.5382,7405.1079
4.6128,7426.03072
4.6669,7104.62638
4.73208,7097.12131
4.7985,6799.74048
4.85203,6734.03217
4.90712,6548.19818
4.98494,6309.40352
5.04318,6220.5637
5.1132,6100.97102
5.16885,6092.93947
5.23904,5972.72616
5.29836,5869.87544
5.36059,5715.83375
5.41848,5501.88881
5.48209,5522.80853
5.55114,5461.14125
5.60103,5176.84914
5.66089,5333.81332
5.73248,5062.32234
5.78995,5166.06213
5.85496,4991.44993
5.9232,4836.09955
5.97223,4779.4741
6.04515,4669.2312
6.10233,4483.80748
6.17055,4628.69588
6.22151,4540.76733
6.30769,4545.43815
6.36356,4441.36689
6.42672,4340.93164
6.47505,4309.21052
6.5393,4299.69344
6.61367,4196.74075
6.65936,4189.03179
6.72353,4048.15735
6.79729,4052.9117
6.86401,3899.04337
6.9164,4098.26241
6.97417,3992.001
7.05572,3887.74914
7.10048,3760.97775
7.16788,3625.93597
7.24078,3587.05498
7.28968,3726.79327
7.35342,3717.03348
7.4106,3541.91455
7.48466,3474.53826
7.51968,3638.3099
7.52549,3631.26254
7.52297,3586.19898
7.52015,3495.01439
7.51783,3639.17994
7.51581,3550.40706
7.51405,3484.46323
7.51248,3601.67603
7.51082,3514.45677
7.50943,3425.65257
7.50832,3632.25009
7.50691,3555.34022
7.50585,535276.594
4.46971,521174.353
0.00227,503840.522
0.00219,570231.278
0.00203,568331.272
0.00196,572408.072
0.00187,495015.842
0.00191,516178.594
0.0018,566048.173
0.00171,501142.191
0.00169,505453.294
0.00163,535962.082
0.00161,528099.028
0.00159,561362.094
0.00161,530873.19
0.00157,533647.698
0.00155,570257.381
0.00148,660490.061
0.00145,648725.236
0.00156,654762.042
0.00144,598331.211
0.00143,587805.216
0.00143,613670.836
0.00147,601081.192
0.00135,603557.757
0.00138,599959.004
0.00134,608579.997
0.00207,628541.773
0.00391,614077.481
0.0066,685409.074
0.02238,28791.734
2.67114,26889.9161
2.61741,22461.8388
2.81508,21801.6347
2.7922,19517.3894
2.88938,18345.3644
2.94006,17432.1902
3.00901,16540.0267
3.07067,15709.4966
3.13465,14929.2567
3.19277,14274.9372
3.25905,13863.9908
3.31726,13239.4283
3.38669,12926.7159
3.44408,12439.3745
3.51469,11817.8245
3.5867,11720.0288
3.62987,11372.0922
3.69205,11022.5596
3.75737,10504.7193
3.81409,10202.974
3.88702,9918.49664
3.9449,9736.00209
4.00566,9426.02728
4.0674,9114.8762
4.13683,8841.0125
4.1924,8898.97169
4.25915,8458.9962
4.32246,8221.82228
4.37845,7966.55278
4.44741,7784.74714
4.50385,7706.08094
4.57333,7495.02373
4.62664,7345.91495
4.6913,7044.85211
4.75313,6973.92144
4.81877,6864.11719
4.87108,6834.25945
4.93228,6532.23417
5.00067,6410.23921
5.06547,6283.63238
5.12788,6089.64894
5.19493,6154.28368
5.25954,5737.0651
5.32136,5842.95195
5.37866,5629.1257
5.44367,5660.31221
5.50657,5398.73044
5.56324,5370.5236
5.62263,5406.43127
5.6958,5300.26853
5.74901,5164.25444
5.81275,5129.43458
5.88429,4886.02331
5.93866,4794.41764
6.00504,4843.09504
6.06452,4741.05375
6.12691,4645.27721
6.18884,4574.78516
6.25074,4510.03068
6.31756,4446.30841
6.38412,4356.39044
6.43872,4313.41749
6.48491,4253.36762
6.56072,4218.88065
6.62292,4203.77132
6.67353,4131.11216
6.74521,4128.63094
6.81386,4097.1375
6.87494,4003.02092
6.92647,3929.08606
6.99724,3825.23243
7.06355,3971.67284
7.1158,3854.59701
7.1893,3857.54563
7.24834,3753.10469
7.30332,3572.66133
7.36935,3522.68616
7.43115,3579.50857
7.49227,3497.15751
7.52281,3398.66755
7.52193,3511.05847
7.5197,3603.83461
7.51714,3555.46365
7.51469,3595.17966
7.51243,3684.97475
7.51058,3705.58954
7.50924,3511.1092
7.50815,3618.59129
7.50702,3496.40643
7.50578,3646.15834
7.50469,3642.39658
7.50376,3544.17321
7.50323,3443.0921
7.50308,513213.673
0.00246,476657.269
0.00223,590135.491
0.00203,556929.395
0.00206,564578.128
0.00194,515378.509
0.00179,512603.281
0.00176,521317.853
0.00178,571997.531
0.00171,525415.045
0.00163,512387.126
0.00166,532420.043
0.00158,527563.711
0.00148,511319.849
0.00154,536072.583
0.00149,566996.636
0.0015,587234.748
0.00137,625016.37
0.00144,607332.563
0.00147,627960.521
0.00148,589980.427
0.00147,598320.459
0.00134,625792.266
0.00138,592423.765
0.00142,605993.163
0.00136,596002.51
0.00134,570035.988
0.00133,573969.416
0.00133,565089.311
0.00131,578373.673
0.00122,587926.619
0.0012,589130.456
0.00199,572333.934
0.00353,580331.117
0.0057,735538.966
0.01278,28945.4532
1.26409,14030.021
3.61223,12285.5003
3.80664,11678.0948
3.78666,11065.6716
3.91805,10729.2926
3.97993,10461.4589
4.04514,10022.0192
4.10233,9952.21835
4.16607,9461.51346
4.2288,9135.49479
4.29426,9138.74491
4.35014,8603.03288
4.41694,8473.69208
4.4776,8206.17856
4.54256,8020.07123
4.59808,7806.8463
4.66377,7743.53611
4.72397,7473.98016
4.79064,7324.83472
4.84384,7202.05834
4.89434,7119.53733
4.97666,6926.32641
5.03439,6843.25475
5.10554,6752.71375
5.1675,6441.74609
5.23008,6491.68488
5.29621,6293.68507
5.34859,6153.78346
5.41285,5990.47985
5.47953,5756.20607
5.53251,5950.59958
5.5932,5596.56437
5.66663,5568.05936
5.7191,5582.35492
5.78373,5395.92382
5.85471,5283.84669
5.91092,5046.86423
5.97447,5355.23957
6.03726,4918.3341
6.09589,5027.71496
6.16242,4908.1115
6.21911,5026.50588
6.29733,4810.8411
6.34597,4652.853
6.41486,4697.49039
6.45821,4642.30917
6.52521,4531.18437
6.59615,4413.69773
6.64579,4491.13378
6.71136,4299.28591
6.7883,4281.10596
6.84762,4258.47057
6.90051,4268.08668
6.96002,4073.83119
7.03411,3996.99245
7.08765,4092.6576
7.15244,3954.5699
7.22398,3848.99884
7.27639,3921.94327
7.33933,3828.26468
7.39737,3807.81526
7.46612,3861.24697
7.51476,3935.16395
7.52219,3764.31742
7.526,3722.78562
7.52546,3728.33247
7.52299,3732.51617
7.52095,3722.73156
7.5188,3713.77579
7.51716,3758.0905
7.51546,3704.58446
7.51399,68270.5397
7.38396,473243.143
0.00215,499467.345
0.00213,603890.584
0.00208,598648.651
0.00191,592220.733
0.0019,523969.406
0.00183,504407.405
0.0017,529516.77
0.00162,544575.071
0.00168,610626.367
0.00159,590225.752
0.00158,558313.238
0.00158,553710.534
0.00148,526153.5
0.00164,551258.731
0.00151,582125.966
0.0014,613600.915
0.00151,621484.807
0.00144,630597.384
0.00134,595212.741
0.00141,566184.647
0.00129,595957.079
0.00134,618466.997
0.00143,607716.801
0.00134,607376.554
0.00135,615523.143
0.00136,574042.608
0.00245,566997.17
0.00436,557737.386
0.0074,273338.72
0.08802,27513.2407
2.73784,25225.188
2.67486,21881.7032
2.85091,20511.7313
2.85103,19176.8522
2.94475,17737.0294
3.0098,17007.746
3.07496,16226.3495
3.13555,15437.5495
3.19736,14789.4857
3.26624,14006.6886
3.32341,13562.4401
3.38653,13316.0417
3.4517,12692.516
3.52249,12514.7283
3.57966,11977.8681
3.63988,11556.4118
3.70349,11239.6941
3.76424,10805.766
3.83312,10424.8542
3.89211,10113.204
3.95114,9717.44146
4.01709,9556.88197
4.08259,9319.18689
4.13887,9068.60882
4.20403,8775.47771
4.26941,8605.87525
4.32555,8374.75559
4.39285,8126.19837
4.4528,8083.11037
4.51671,7814.64416
4.57283,7535.5381
4.6387,7294.16512
4.69894,7223.58779
4.76474,7063.17922
4.82444,6824.54423
4.86705,6741.64853
4.95079,6607.2909
5.00633,6540.59209
5.07715,6302.21233
5.13301,6227.32293
5.20269,5897.27448
5.27525,6063.58741
5.31785,5894.24354
5.3684,5824.07113
5.44381,5720.74391
5.50018,5488.53885
5.55786,5380.96243
5.62446,5197.93948
5.68372,5441.00019
5.74727,5409.76488
5.81399,5132.02734
5.87516,5074.17111
5.93132,4975.32863
6.00115,4896.04921
6.05867,4747.09319
6.1267,4711.37366
6.18032,4597.15592
6.26232,4567.54903
6.31578,4528.3082
6.38048,4472.0034
6.43337,4337.76211
6.49756,4411.83189
6.56796,4316.13434
6.61825,4253.67503
6.68497,4168.3852
6.75539,4175.34661
6.81774,4254.27761
6.87438,3958.62033
6.93393,4072.93095
7.00708,4125.50875
7.05976,3789.75283
7.1253,3873.91819
7.19586,3747.25024
7.24773,3777.52154
7.31613,3854.24087
7.36738,3785.44417
7.43777,3818.91847
7.49521,3714.60295
7.52248,3586.76075
7.52424,3550.0346
7.52151,3646.7265
7.5184,3715.45555
7.51586,3498.25892
7.51352,3536.11491
7.51142,3548.24219
7.50948,3425.29392
7.50782,3668.78575
7.50616,3537.84744
7.50467,3591.52404
7.50318,3472.94029
7.50174,3548.26718
7.50047,3467.54812
7.49916,469919.286
0.62627,511139.091
0.00234,508973.558
0.00196,596474.299
0.00191,595854.52
0.00198,564924.886
0.00176,523001.817
0.0017,502690.611
0.00166,509600.542
0.00165,490815.011
0.00163,548444.668
0.00152,569509.194
0.00157,552570.765
0.00161,538444.957
0.0015,550419.532
0.00149,533873.678
0.00149,560188.016
0.00148,585280.622
0.00144,583677.739
0.0014,608095.369
0.0013,629446.649
0.0014,619933.729
0.00137,627099.506
0.00138,592299.04
0.00137,638793.807
0.00135,632054.546
0.00127,624903.882
0.00129,634978.55
0.0013,625474.19
0.00302,623848.006
0.00519,683279.884
0.01005,78188.3138
0.61203,15276.9504
3.35712,13968.772
3.54077,12687.6401
3.64357,12267.4146
3.66839,11644.0365
3.74015,11146.3052
3.80135,10889.5894
3.86606,10584.3188
3.93059,10111.0202
4.0007,9901.29332
4.05488,9571.48471
4.11882,9272.80985
4.1793,8988.253
4.24664,8658.39402
4.30277,8528.73982
4.3704,8266.72871
4.42841,8073.30725
4.4925,7800.43652
4.55168,7707.08652
4.61844,7635.29498
4.67929,7469.12799
4.74495,7174.66325
4.80092,7271.37493
4.83979,6961.71633
4.93785,6806.58601
4.98982,6654.43795
5.06173,6449.85042
5.11616,6379.75273
5.18514,6213.43463
5.2429,6073.58513
5.3119,6149.96756
5.35347,5922.97944
5.42676,5875.20441
5.48611,5784.30636
5.54218,5477.29638
5.60459,5434.35824
5.67192,5422.34318
5.73234,5377.94836
5.79521,5310.95385
5.86035,5066.69427
5.9147,5042.98258
5.98234,5113.82861
6.04424,4906.62488
6.10702,4801.09062
6.1636,4827.23914
6.24044,4719.01788
6.2954,4681.34249
6.37062,4453.58613
6.41875,4578.76127
6.48076,4451.51392
6.55054,4321.62185
6.60312,4344.09667
6.66646,4063.73823
6.73505,4123.6166
6.80078,4117.60007
6.85784,4009.70148
6.9158,4103.16375
6.9921,4012.90853
7.04583,3928.82847
7.10736,3928.81092
7.18005,3847.86327
7.2327,3898.23446
7.29557,3752.60219
7.35585,3728.32973
7.42277,3677.96192
7.48274,3479.92505
7.51981,3673.5463
7.5242,3561.35085
7.52265,3710.50891
7.51995,3506.57911
7.51756,3689.99021
7.51538,3566.60428
7.51333,3622.07588
7.51141,3560.63798
7.50984,3577.66663
7.50815,3497.84711
7.50656,537286.776
0.00223,479435.704
0.00218,568905.131
0.00206,589466.036
0.00199,578275.056
0.00182,559949.392
0.00182,557651.85
0.00171,529390.029
0.00164,498726.383
0.00168,585483.916
0.0015,620745.783
0.00156,592612.346
0.00158,578962.22
0.00144,569354.205
0.00154,578270.686
0.00138,555416.047
0.00131,582467.585
0.0014,573561.397
0.00138,611683.172
0.00134,618710.075
0.00119,619584.143
0.00131,587547.947
0.00127,602204.964
0.00141,604160.018
0.00126,579034.922
0.00136,619589.842
0.0012,614524.184
0.00116,623050.423
0.00122,627537.43
0.00117,624619.76
0.00122,614082.038
0.0012,611517.722
0.00112,612448.281
0.00107,664862.327
0.00114,674277.561
0.00108,675817.73
0.00103,660367.966
0.00113,677451.8
0.00102,670421.734
0.00102,673162.769
0.001,669918.597
0.00105,710941.666
0.00101,674013.28
0.00107,671297.911
0.0011,672036.955
0.00103,672507.874
0.00101,667178.554
0.00107,654978.688
0.00105,663446.346
0.00102,657384.628
0.00096,650519.987
0.00096,646668.4
0.00106,645270.474
0.00096,643677.902
0.00102,632359.913
0.00096,631755.069
0.00088,598647.638
0.00107,583914.159
0.00094,607179.264
0.00087,620574.2
0.001,619330.816
0.00094,617203.177
0.00086,630044.087
0.00094,634328.402
0.00091,627469.634
0.00089,637263.841
0.00081,633853.302
0.00094,611914.752
0.00094,602761.214
0.00101,602780.874
0.00087,613898.905
0.00086,646170.424
0.00093,664857.828
0.00098,706892.144
0.00093,711671.413
0.00089,718686.264
0.00094,725741.614
0.00087,726613.465
0.00074,733470.616
0.00082,739214.831
0.00086,746550.577
0.00089,760986.769
0.00089,831628.52
0.00081,851837.727
0.00078,848047.285
0.00078,839283.363
0.0008,827814.532
0.00085,817700.648
0.0008,801794.331
0.00078,805408.169
0.00074,789843.37
0.00085,790496.035
0.00073,812780.146
0.00079,824635.945
0.00078,837045.548
0.00072,825193.996
0.00074,835664.472
0.00084,863598.189
0.0008,864772.119
0.00075,879840.666
0.00072,849920.183
0.00087,849277.249
0.00085,842090.623
0.00084,854149.648
0.00073,881267.165
0.00082,856875.725
0.00082,852934.98
0.00082,852185.128
0.00079,846160.913
0.00067,856160.913
0.0008,903093.445
0.00072,904975.653
0.00068,894657.272
0.00079,893065.739
0.00075,905211.814
0.00071,915043.769
0.00074,921021.466
0.00079,927356.556
0.00071,915634.138
0.00065,939238.396
0.00074,934634.606
0.00068,945574.731
0.00065,939562.584
0.00072,937197.93
0.00065,941209.585
0.00079,956125.306
0.00068,970662.112
0.00071,979519.831
0.00074,937983.707
0.00071,899551.876
0.00074,875022.286
0.00071,904312.89
0.0007,926124.251
0.00067,920972.048
